make,model,procSpeed,salePrice
Razer,Blade,3.5,778.0
Razer,Blade,3.4,1493.0
MSI,Raider,3.5,1955.0
Razer,Blade,3.7,1567.0
MSI,Raider,3.8,1663.0
Razer,Blade,3.5,1748.0
Razer,Blade,3.1,1917.0
Alienware,Area-51,3.6,1180.0
Razer,Blade,3.2,720.0
HP,Omen,3.0,1844.0
Razer,Blade,3.5,577.0
Razer,Blade,3.4,1651.0
Razer,Blade,3.2,1366.0
Alienware,Area-51,3.3,1328.0
HP,Omen,3.4,589.0
Razer,Blade,3.6,594.0
Razer,Blade,3.7,1893.0
Asus,ROG,3.2,1526.0
Razer,Blade,3.8,555.0
Lenovo,Legion,3.2,1593.0
Razer,Blade,3.2,1738.0
Lenovo,Legion,3.3,1068.0
HP,Omen,3.3,1028.0
Asus,ROG,3.3,1897.0
Acer,Predator,3.0,688.0
Razer,Blade,3.2,932.0
Alienware,Area-51,3.1,1826.0
Razer,Blade,3.5,1096.0
Razer,Blade,3.4,1582.0
HP,Omen,3.2,1686.0
Acer,Predator,3.4,937.0
Acer,Predator,3.7,580.0
Razer,Blade,3.4,603.0
Razer,Blade,3.2,1058.0
Razer,Blade,3.1,1086.0
Lenovo,Legion,3.2,1091.0
Alienware,Area-51,3.3,662.0
Razer,Blade,3.5,1623.0
Acer,Predator,3.7,1558.0
Razer,Blade,3.2,1789.0
Razer,Blade,3.8,1247.0
Razer,Blade,3.8,1567.0
Razer,Blade,3.8,1538.0
Razer,Blade,3.5,982.0
Alienware,Area-51,3.6,1622.0
Razer,Blade,3.1,500.0
Asus,ROG,3.5,1534.0
Razer,Blade,3.5,1492.0
Acer,Predator,3.4,1200.0
Razer,Blade,3.8,994.0
Asus,ROG,3.4,701.0
Lenovo,Legion,3.1,564.0
Asus,ROG,3.4,552.0
Razer,Blade,3.6,791.0
Razer,Blade,3.7,1670.0
Razer,Blade,3.5,1828.0
Razer,Blade,3.6,1813.0
Razer,Blade,3.0,1889.0
Alienware,Area-51,3.8,915.0
Razer,Blade,3.1,1411.0
MSI,Raider,3.3,1885.0
Razer,Blade,3.0,1087.0
Razer,Blade,3.3,1290.0
Lenovo,Legion,3.3,1205.0
Alienware,Area-51,3.1,557.0
Lenovo,Legion,3.6,993.0
MSI,Raider,3.8,606.0
Lenovo,Legion,3.8,880.0
Razer,Blade,3.2,1322.0
Asus,ROG,3.3,1695.0
Razer,Blade,3.6,1614.0
Acer,Predator,3.3,881.0
Razer,Blade,3.8,1520.0
Alienware,Area-51,3.8,1728.0
Razer,Blade,3.7,1907.0
Razer,Blade,3.8,1718.0
Razer,Blade,3.0,1120.0
Alienware,Area-51,3.5,1328.0
Razer,Blade,3.8,1973.0
Razer,Blade,3.5,519.0
Razer,Blade,3.6,1267.0
HP,Omen,3.1,1355.0
Acer,Predator,3.0,1511.0
Razer,Blade,3.2,590.0
Razer,Blade,3.7,1645.0
Lenovo,Legion,3.0,1761.0
Razer,Blade,3.8,821.0
Razer,Blade,3.4,1431.0
Razer,Blade,3.7,1108.0
Alienware,Area-51,3.3,806.0
Lenovo,Legion,3.0,922.0
Alienware,Area-51,3.0,1614.0
Razer,Blade,3.7,513.0
Razer,Blade,3.8,1208.0
Razer,Blade,3.5,1321.0
Razer,Blade,3.4,1131.0
Razer,Blade,3.8,1676.0
HP,Omen,3.3,780.0
Lenovo,Legion,3.6,1668.0
Razer,Blade,3.6,1088.0
MSI,Raider,3.4,1245.0
Razer,Blade,3.2,1819.0
HP,Omen,3.6,1750.0
Razer,Blade,3.4,1793.0
Acer,Predator,3.6,1863.0
Razer,Blade,3.1,1749.0
Razer,Blade,3.8,1581.0
Alienware,Area-51,3.5,1357.0
Razer,Blade,3.0,855.0
Acer,Predator,3.0,1204.0
Razer,Blade,3.6,1317.0
Asus,ROG,3.0,1416.0
Alienware,Area-51,3.3,1030.0
Lenovo,Legion,3.4,1254.0
Razer,Blade,3.5,559.0
Razer,Blade,3.6,1961.0
Lenovo,Legion,3.5,1567.0
Razer,Blade,3.3,806.0
Razer,Blade,3.6,1666.0
Razer,Blade,3.8,1150.0
Razer,Blade,3.2,1228.0
Razer,Blade,3.7,632.0
Razer,Blade,3.6,1654.0
Acer,Predator,3.4,874.0
Razer,Blade,3.5,1182.0
Razer,Blade,3.2,1662.0
MSI,Raider,3.2,1303.0
Razer,Blade,3.2,1442.0
Razer,Blade,3.8,1979.0
Lenovo,Legion,3.7,1743.0
Acer,Predator,3.2,1345.0
Razer,Blade,3.3,1367.0
Razer,Blade,3.8,689.0
MSI,Raider,3.5,1860.0
HP,Omen,3.4,1311.0
Razer,Blade,3.4,1316.0
Acer,Predator,3.3,1298.0
MSI,Raider,3.2,923.0
Razer,Blade,3.3,929.0
Alienware,Area-51,3.8,961.0
Razer,Blade,3.4,1611.0
Razer,Blade,3.0,1047.0
Lenovo,Legion,3.3,584.0
Alienware,Area-51,3.1,871.0
Asus,ROG,3.1,937.0
Alienware,Area-51,3.6,796.0
Razer,Blade,3.5,705.0
Razer,Blade,3.6,1296.0
Acer,Predator,3.2,991.0
Razer,Blade,3.6,704.0
Razer,Blade,3.4,1581.0
Asus,ROG,3.1,1737.0
Razer,Blade,3.7,1245.0
Razer,Blade,3.6,852.0
Razer,Blade,3.1,1277.0
Razer,Blade,3.0,1432.0
Acer,Predator,3.7,1046.0
Razer,Blade,3.3,1999.0
Asus,ROG,3.7,1670.0
Razer,Blade,3.5,1166.0
Acer,Predator,3.6,1067.0
Razer,Blade,3.2,1112.0
Razer,Blade,3.0,1252.0
MSI,Raider,3.5,1666.0
Razer,Blade,3.4,1404.0
Razer,Blade,3.0,992.0
Razer,Blade,3.6,1109.0
Razer,Blade,3.5,1302.0
Razer,Blade,3.4,616.0
Alienware,Area-51,3.7,1130.0
Alienware,Area-51,3.8,1032.0
Razer,Blade,3.2,1159.0
HP,Omen,3.2,886.0
MSI,Raider,3.5,1360.0
Razer,Blade,3.5,1154.0
MSI,Raider,3.3,550.0
Lenovo,Legion,3.6,762.0
HP,Omen,3.1,667.0
HP,Omen,3.1,1681.0
Razer,Blade,3.3,1311.0
Razer,Blade,3.0,1096.0
Razer,Blade,3.0,1311.0
HP,Omen,3.7,799.0
Razer,Blade,3.8,1578.0
Razer,Blade,3.6,1503.0
Razer,Blade,3.3,1128.0
MSI,Raider,3.6,857.0
Razer,Blade,3.1,1004.0
Alienware,Area-51,3.3,955.0
Razer,Blade,3.4,1643.0
Razer,Blade,3.8,867.0
Razer,Blade,3.1,1918.0
Lenovo,Legion,3.6,955.0
Lenovo,Legion,3.3,999.0
Asus,ROG,3.0,794.0
Razer,Blade,3.3,650.0
Alienware,Area-51,3.2,774.0
Alienware,Area-51,3.6,1658.0
MSI,Raider,3.3,1451.0
Razer,Blade,3.1,602.0
Razer,Blade,3.7,600.0
Razer,Blade,3.7,1551.0
Razer,Blade,3.4,1277.0
Acer,Predator,3.2,1925.0
Razer,Blade,3.0,948.0
Razer,Blade,3.5,1920.0
Razer,Blade,3.7,1513.0
MSI,Raider,3.4,1390.0
Razer,Blade,3.2,1242.0
Razer,Blade,3.5,1820.0
Razer,Blade,3.2,1480.0
Razer,Blade,3.5,734.0
Razer,Blade,3.6,558.0
Razer,Blade,3.5,1314.0
Razer,Blade,3.7,1543.0
HP,Omen,3.3,1292.0
Razer,Blade,3.1,1992.0
Acer,Predator,3.5,682.0
Razer,Blade,3.0,985.0
Razer,Blade,3.1,1853.0
Razer,Blade,3.6,1514.0
Razer,Blade,3.1,1519.0
Acer,Predator,3.1,1784.0
Razer,Blade,3.2,1711.0
Razer,Blade,3.0,1600.0
Asus,ROG,3.6,774.0
Razer,Blade,3.3,1815.0
Razer,Blade,3.2,1040.0
HP,Omen,3.6,1547.0
Razer,Blade,3.6,1392.0
HP,Omen,3.4,1153.0
Razer,Blade,3.5,1281.0
Razer,Blade,3.3,1574.0
Razer,Blade,3.7,1895.0
Razer,Blade,3.1,1080.0
Razer,Blade,3.3,648.0
Acer,Predator,3.2,940.0
Razer,Blade,3.3,801.0
Asus,ROG,3.8,1456.0
Razer,Blade,3.4,952.0
Razer,Blade,3.6,1475.0
HP,Omen,3.6,1457.0
Razer,Blade,3.1,1089.0
Razer,Blade,3.4,744.0
Asus,ROG,3.8,1390.0
Razer,Blade,3.7,1512.0
Razer,Blade,3.4,1127.0
Razer,Blade,3.0,1170.0
Asus,ROG,3.0,1317.0
HP,Omen,3.3,1852.0
MSI,Raider,3.1,1564.0
Razer,Blade,3.7,1353.0
Razer,Blade,3.6,1066.0
HP,Omen,3.2,1247.0
Razer,Blade,3.3,742.0
Razer,Blade,3.2,1948.0
Razer,Blade,3.8,1108.0
Razer,Blade,3.1,717.0
Razer,Blade,3.5,1221.0
Razer,Blade,3.4,1658.0
HP,Omen,3.2,1719.0
Razer,Blade,3.3,1553.0
Razer,Blade,3.6,1225.0
Razer,Blade,3.5,790.0
Razer,Blade,3.4,1913.0
Razer,Blade,3.6,1507.0
HP,Omen,3.7,1419.0
Asus,ROG,3.4,1067.0
Razer,Blade,3.2,1458.0
HP,Omen,3.2,1406.0
Razer,Blade,3.7,1136.0
Razer,Blade,3.5,1747.0
Razer,Blade,3.2,939.0
Razer,Blade,3.7,1491.0
Razer,Blade,3.8,716.0
Razer,Blade,3.2,914.0
Razer,Blade,3.5,1954.0
MSI,Raider,3.2,1900.0
Razer,Blade,3.4,1839.0
MSI,Raider,3.7,1688.0
Razer,Blade,3.3,1682.0
Razer,Blade,3.3,1213.0
Alienware,Area-51,3.2,1944.0
Asus,ROG,3.4,1429.0
Razer,Blade,3.6,1458.0
Acer,Predator,3.3,1288.0
Asus,ROG,3.6,786.0
Acer,Predator,3.5,1641.0
Razer,Blade,3.7,996.0
Acer,Predator,3.7,1078.0
MSI,Raider,3.5,869.0
Razer,Blade,3.2,1041.0
Asus,ROG,3.3,1169.0
Razer,Blade,3.3,577.0
Razer,Blade,3.3,547.0
Razer,Blade,3.8,657.0
HP,Omen,3.0,539.0
MSI,Raider,3.4,1472.0
Razer,Blade,3.8,1440.0
Razer,Blade,3.3,1847.0
Razer,Blade,3.3,1359.0
HP,Omen,3.5,1785.0
Razer,Blade,3.2,527.0
Razer,Blade,3.6,1961.0
Alienware,Area-51,3.5,517.0
Razer,Blade,3.0,1373.0
Lenovo,Legion,3.0,823.0
Razer,Blade,3.1,1153.0
Asus,ROG,3.5,557.0
Razer,Blade,3.5,1756.0
Acer,Predator,3.5,1783.0
MSI,Raider,3.5,1093.0
Razer,Blade,3.2,1179.0
Razer,Blade,3.0,1634.0
HP,Omen,3.5,1292.0
Razer,Blade,3.7,534.0
Acer,Predator,3.4,585.0
Asus,ROG,3.2,1593.0
HP,Omen,3.1,775.0
Razer,Blade,3.2,653.0
Razer,Blade,3.7,1280.0
Razer,Blade,3.2,1469.0
Razer,Blade,3.6,1427.0
Razer,Blade,3.8,1219.0
Alienware,Area-51,3.4,901.0
Razer,Blade,3.0,1251.0
Razer,Blade,3.5,563.0
HP,Omen,3.0,1490.0
Razer,Blade,3.2,661.0
Razer,Blade,3.0,842.0
MSI,Raider,3.7,1612.0
Acer,Predator,3.3,1263.0
Razer,Blade,3.6,1171.0
Razer,Blade,3.6,767.0
Razer,Blade,3.4,1362.0
Razer,Blade,3.1,550.0
Alienware,Area-51,3.8,744.0
HP,Omen,3.2,1967.0
HP,Omen,3.5,1202.0
Acer,Predator,3.1,1487.0
HP,Omen,3.1,1765.0
Lenovo,Legion,3.0,527.0
Razer,Blade,3.4,1929.0
Razer,Blade,3.6,1768.0
Lenovo,Legion,3.6,1050.0
Razer,Blade,3.0,1559.0
Razer,Blade,3.1,1750.0
MSI,Raider,3.5,660.0
HP,Omen,3.8,1084.0
Razer,Blade,3.8,1934.0
HP,Omen,3.2,1870.0
Asus,ROG,3.3,635.0
Lenovo,Legion,3.1,1579.0
Razer,Blade,3.0,1533.0
Razer,Blade,3.6,640.0
Asus,ROG,3.1,826.0
Alienware,Area-51,3.1,956.0
Razer,Blade,3.1,1817.0
Razer,Blade,3.4,779.0
Razer,Blade,3.4,1051.0
HP,Omen,3.8,588.0
Razer,Blade,3.8,1148.0
Razer,Blade,3.2,1760.0
Razer,Blade,3.6,1247.0
Alienware,Area-51,3.2,654.0
Lenovo,Legion,3.4,1565.0
Razer,Blade,3.3,604.0
Razer,Blade,3.1,1511.0
Razer,Blade,3.6,1906.0
Acer,Predator,3.0,1086.0
Razer,Blade,3.7,1646.0
Lenovo,Legion,3.7,1897.0
Alienware,Area-51,3.2,564.0
MSI,Raider,3.0,530.0
Lenovo,Legion,3.4,646.0
Lenovo,Legion,3.3,514.0
Lenovo,Legion,3.8,1132.0
Razer,Blade,3.4,1354.0
Asus,ROG,3.5,812.0
Acer,Predator,3.2,1943.0
HP,Omen,3.4,1413.0
Lenovo,Legion,3.4,999.0
Razer,Blade,3.2,1901.0
Razer,Blade,3.0,1691.0
Asus,ROG,3.7,848.0
Lenovo,Legion,3.6,1426.0
Razer,Blade,3.4,1536.0
Asus,ROG,3.8,1232.0
MSI,Raider,3.3,1308.0
HP,Omen,3.8,1426.0
MSI,Raider,3.6,1515.0
MSI,Raider,3.1,698.0
Razer,Blade,3.5,1216.0
Razer,Blade,3.1,552.0
Razer,Blade,3.4,767.0
Razer,Blade,3.8,1515.0
HP,Omen,3.1,975.0
Razer,Blade,3.3,1915.0
Razer,Blade,3.7,1377.0
MSI,Raider,3.4,1107.0
Razer,Blade,3.3,1673.0
Razer,Blade,3.5,737.0
MSI,Raider,3.8,509.0
Acer,Predator,3.2,1973.0
HP,Omen,3.5,1289.0
MSI,Raider,3.0,559.0
Razer,Blade,3.0,1839.0
Razer,Blade,3.1,1170.0
Asus,ROG,3.5,1991.0
Razer,Blade,3.8,576.0
Razer,Blade,3.3,1680.0
Razer,Blade,3.8,598.0
Razer,Blade,3.8,610.0
Razer,Blade,3.3,1072.0
Acer,Predator,3.0,1277.0
Razer,Blade,3.4,1292.0
Acer,Predator,3.4,1182.0
Lenovo,Legion,3.1,1243.0
Razer,Blade,3.8,1163.0
Razer,Blade,3.2,1194.0
Acer,Predator,3.6,1008.0
Razer,Blade,3.5,911.0
Alienware,Area-51,3.1,874.0
Razer,Blade,3.6,1045.0
Lenovo,Legion,3.7,1695.0
Asus,ROG,3.0,878.0
Alienware,Area-51,3.4,1213.0
Razer,Blade,3.4,1008.0
HP,Omen,3.1,953.0
HP,Omen,3.5,600.0
HP,Omen,3.0,1601.0
Razer,Blade,3.0,1859.0
Razer,Blade,3.4,536.0
Razer,Blade,3.0,1912.0
Razer,Blade,3.1,568.0
Razer,Blade,3.7,1210.0
Razer,Blade,3.2,1431.0
Alienware,Area-51,3.2,947.0
Razer,Blade,3.0,1465.0
Razer,Blade,3.0,755.0
Razer,Blade,3.1,1721.0
Razer,Blade,3.1,1658.0
Razer,Blade,3.5,1303.0
Razer,Blade,3.2,663.0
Alienware,Area-51,3.3,897.0
Razer,Blade,3.2,934.0
Razer,Blade,3.4,1090.0
HP,Omen,3.6,1489.0
HP,Omen,3.2,1921.0
Asus,ROG,3.6,546.0
Razer,Blade,3.2,1389.0
Razer,Blade,3.3,906.0
Lenovo,Legion,3.0,1613.0
Razer,Blade,3.6,1705.0
Acer,Predator,3.4,1553.0
Lenovo,Legion,3.1,1285.0
Asus,ROG,3.8,1840.0
Razer,Blade,3.6,1865.0
Acer,Predator,3.0,609.0
Razer,Blade,3.5,1439.0
Asus,ROG,3.8,1179.0
MSI,Raider,3.0,949.0
Razer,Blade,3.8,1256.0
Lenovo,Legion,3.1,1463.0
Razer,Blade,3.4,613.0
Razer,Blade,3.4,756.0
Razer,Blade,3.7,1264.0
Acer,Predator,3.0,1219.0
Alienware,Area-51,3.0,866.0
Razer,Blade,3.4,1605.0
Lenovo,Legion,3.6,1872.0
Razer,Blade,3.8,1614.0
Razer,Blade,3.7,1936.0
Lenovo,Legion,3.5,1215.0
Acer,Predator,3.8,1286.0
Razer,Blade,3.3,800.0
MSI,Raider,3.6,991.0
HP,Omen,3.8,607.0
HP,Omen,3.5,1227.0
Razer,Blade,3.3,1461.0
Lenovo,Legion,3.1,641.0
Razer,Blade,3.8,578.0
Razer,Blade,3.2,1233.0
Razer,Blade,3.0,1159.0
Razer,Blade,3.4,1304.0
Razer,Blade,3.7,1878.0
Asus,ROG,3.1,1178.0
Razer,Blade,3.6,1381.0
Razer,Blade,3.0,1933.0
Lenovo,Legion,3.0,1768.0
MSI,Raider,3.1,1791.0
Lenovo,Legion,3.0,1647.0
Razer,Blade,3.6,1598.0
Acer,Predator,3.1,1849.0
Razer,Blade,3.6,728.0
Razer,Blade,3.0,969.0
Razer,Blade,3.0,1683.0
Razer,Blade,3.8,1383.0
Razer,Blade,3.0,1986.0
Razer,Blade,3.1,1187.0
MSI,Raider,3.3,1492.0
MSI,Raider,3.3,1648.0
MSI,Raider,3.5,1295.0
Alienware,Area-51,3.7,1465.0
Asus,ROG,3.5,1232.0
Razer,Blade,3.4,1256.0
Razer,Blade,3.2,1216.0
MSI,Raider,3.2,741.0
Acer,Predator,3.8,843.0
Razer,Blade,3.0,1154.0
Asus,ROG,3.6,539.0
Razer,Blade,3.1,1912.0
HP,Omen,3.4,1990.0
Razer,Blade,3.3,1603.0
Razer,Blade,3.4,1349.0
Lenovo,Legion,3.3,1491.0
Razer,Blade,3.0,1186.0
Razer,Blade,3.8,855.0
Lenovo,Legion,3.8,1580.0
Razer,Blade,3.8,556.0
Acer,Predator,3.6,645.0
HP,Omen,3.6,1473.0
Razer,Blade,3.4,967.0
Asus,ROG,3.2,1294.0
Razer,Blade,3.4,1855.0
Razer,Blade,3.3,1139.0
Acer,Predator,3.1,1861.0
Razer,Blade,3.2,838.0
Asus,ROG,3.5,1006.0
Razer,Blade,3.6,1849.0
Razer,Blade,3.1,1368.0
Razer,Blade,3.8,876.0
MSI,Raider,3.1,1739.0
Razer,Blade,3.2,565.0
Razer,Blade,3.0,1340.0
Razer,Blade,3.7,985.0
Razer,Blade,3.7,1021.0
Razer,Blade,3.2,520.0
HP,Omen,3.3,1012.0
Razer,Blade,3.4,1837.0
HP,Omen,3.6,907.0
Razer,Blade,3.5,997.0
Razer,Blade,3.6,1442.0
Razer,Blade,3.2,1107.0
HP,Omen,3.3,629.0
Razer,Blade,3.6,1767.0
Acer,Predator,3.1,577.0
Acer,Predator,3.0,1632.0
Razer,Blade,3.4,1932.0
MSI,Raider,3.5,1703.0
Asus,ROG,3.6,705.0
Razer,Blade,3.7,1534.0
Acer,Predator,3.3,1168.0
Alienware,Area-51,3.1,1862.0
Razer,Blade,3.0,834.0
Acer,Predator,3.2,1955.0
Razer,Blade,3.8,1785.0
Razer,Blade,3.0,1624.0
Razer,Blade,3.4,1906.0
Razer,Blade,3.4,1133.0
Asus,ROG,3.2,684.0
Razer,Blade,3.0,1044.0
Lenovo,Legion,3.4,557.0
Razer,Blade,3.4,730.0
Acer,Predator,3.2,1051.0
Razer,Blade,3.2,1026.0
HP,Omen,3.3,856.0
Razer,Blade,3.4,1417.0
Alienware,Area-51,3.8,1841.0
Razer,Blade,3.4,984.0
MSI,Raider,3.3,1428.0
Razer,Blade,3.5,1942.0
Acer,Predator,3.8,712.0
Razer,Blade,3.6,774.0
Asus,ROG,3.1,676.0
HP,Omen,3.5,1162.0
Lenovo,Legion,3.8,840.0
Razer,Blade,3.8,1096.0
Lenovo,Legion,3.0,1990.0
Razer,Blade,3.4,790.0
HP,Omen,3.4,1415.0
Razer,Blade,3.1,1522.0
Alienware,Area-51,3.2,1034.0
Razer,Blade,3.5,1216.0
Razer,Blade,3.0,1465.0
Lenovo,Legion,3.4,1279.0
Razer,Blade,3.8,835.0
Alienware,Area-51,3.5,1834.0
Alienware,Area-51,3.4,841.0
Razer,Blade,3.6,602.0
Razer,Blade,3.2,1916.0
Razer,Blade,3.8,1690.0
Razer,Blade,3.3,1573.0
Acer,Predator,3.7,1144.0
Alienware,Area-51,3.5,597.0
Razer,Blade,3.6,839.0
Razer,Blade,3.0,1129.0
Acer,Predator,3.0,1338.0
Razer,Blade,3.1,1491.0
HP,Omen,3.3,1271.0
Razer,Blade,3.7,1870.0
Lenovo,Legion,3.7,1790.0
Razer,Blade,3.5,912.0
Razer,Blade,3.8,596.0
Razer,Blade,3.8,913.0
MSI,Raider,3.6,1066.0
MSI,Raider,3.1,673.0
Alienware,Area-51,3.4,1674.0
Asus,ROG,3.3,1601.0
Asus,ROG,3.8,1175.0
MSI,Raider,3.7,1404.0
Razer,Blade,3.2,1542.0
Razer,Blade,3.2,1808.0
Razer,Blade,3.3,1033.0
Razer,Blade,3.1,817.0
MSI,Raider,3.7,701.0
HP,Omen,3.2,1578.0
Alienware,Area-51,3.6,1457.0
MSI,Raider,3.1,903.0
Alienware,Area-51,3.8,1035.0
Alienware,Area-51,3.8,1891.0
MSI,Raider,3.5,1885.0
MSI,Raider,3.1,1743.0
Asus,ROG,3.7,1655.0
Asus,ROG,3.6,1301.0
Lenovo,Legion,3.7,843.0
Alienware,Area-51,3.1,1604.0
Razer,Blade,3.4,606.0
HP,Omen,3.5,826.0
Razer,Blade,3.4,1067.0
Razer,Blade,3.7,1035.0
Lenovo,Legion,3.8,1823.0
Asus,ROG,3.2,1209.0
Razer,Blade,3.1,1369.0
Razer,Blade,3.1,575.0
Lenovo,Legion,3.4,1228.0
Acer,Predator,3.3,615.0
Razer,Blade,3.6,1856.0
Razer,Blade,3.1,1251.0
Razer,Blade,3.8,1702.0
Razer,Blade,3.0,1479.0
HP,Omen,3.6,1855.0
Razer,Blade,3.8,1429.0
Razer,Blade,3.4,1456.0
HP,Omen,3.8,1237.0
Razer,Blade,3.8,1299.0
HP,Omen,3.6,1937.0
HP,Omen,3.5,1711.0
Razer,Blade,3.2,1196.0
Razer,Blade,3.2,1074.0
HP,Omen,3.3,858.0
Razer,Blade,3.1,1590.0
Razer,Blade,3.1,942.0
MSI,Raider,3.4,1605.0
Razer,Blade,3.8,1865.0
Acer,Predator,3.2,880.0
MSI,Raider,3.8,1668.0
Razer,Blade,3.1,713.0
Razer,Blade,3.5,1162.0
Razer,Blade,3.7,1777.0
Razer,Blade,3.0,1813.0
Razer,Blade,3.2,1438.0
Razer,Blade,3.3,892.0
Razer,Blade,3.5,666.0
Asus,ROG,3.0,1558.0
MSI,Raider,3.2,1693.0
Razer,Blade,3.6,1175.0
Razer,Blade,3.7,1828.0
Lenovo,Legion,3.0,533.0
Razer,Blade,3.2,1523.0
Razer,Blade,3.7,667.0
Razer,Blade,3.3,523.0
Razer,Blade,3.5,529.0
HP,Omen,3.1,1444.0
Acer,Predator,3.5,1670.0
Razer,Blade,3.5,839.0
Razer,Blade,3.7,695.0
Razer,Blade,3.3,1070.0
Asus,ROG,3.8,1131.0
Razer,Blade,3.6,779.0
HP,Omen,3.2,1108.0
Alienware,Area-51,3.8,1500.0
Asus,ROG,3.6,1256.0
Razer,Blade,3.4,1542.0
MSI,Raider,3.1,1616.0
Razer,Blade,3.5,971.0
Razer,Blade,3.8,939.0
HP,Omen,3.5,1241.0
HP,Omen,3.2,1957.0
Asus,ROG,3.0,552.0
Razer,Blade,3.2,1992.0
Razer,Blade,3.7,1357.0
Razer,Blade,3.7,1097.0
Alienware,Area-51,3.1,1916.0
Razer,Blade,3.7,912.0
Lenovo,Legion,3.0,1857.0
Razer,Blade,3.8,1620.0
MSI,Raider,3.0,1338.0
Asus,ROG,3.2,983.0
Asus,ROG,3.1,1253.0
Razer,Blade,3.4,706.0
Razer,Blade,3.5,640.0
Asus,ROG,3.8,1665.0
Alienware,Area-51,3.5,1112.0
Razer,Blade,3.6,1980.0
Razer,Blade,3.2,1506.0
Razer,Blade,3.6,1995.0
Asus,ROG,3.2,540.0
Asus,ROG,3.7,1544.0
Razer,Blade,3.5,1219.0
Razer,Blade,3.7,1394.0
Razer,Blade,3.5,1225.0
Razer,Blade,3.5,1005.0
Razer,Blade,3.2,1208.0
Razer,Blade,3.0,1808.0
Acer,Predator,3.0,1943.0
Razer,Blade,3.2,1344.0
HP,Omen,3.6,1331.0
Razer,Blade,3.8,708.0
Acer,Predator,3.7,503.0
Razer,Blade,3.7,782.0
Razer,Blade,3.0,1886.0
Razer,Blade,3.5,1625.0
Razer,Blade,3.5,1673.0
Razer,Blade,3.5,1928.0
HP,Omen,3.6,646.0
Razer,Blade,3.2,1673.0
Razer,Blade,3.4,1508.0
Asus,ROG,3.4,1287.0
Acer,Predator,3.2,1034.0
Acer,Predator,3.8,1499.0
Asus,ROG,3.7,980.0
Alienware,Area-51,3.3,686.0
Razer,Blade,3.3,1387.0
MSI,Raider,3.3,1374.0
Razer,Blade,3.3,1507.0
Razer,Blade,3.7,1436.0
Asus,ROG,3.8,1080.0
Razer,Blade,3.0,1708.0
Alienware,Area-51,3.2,846.0
Alienware,Area-51,3.8,1098.0
HP,Omen,3.1,950.0
Razer,Blade,3.2,1132.0
Acer,Predator,3.0,1872.0
Razer,Blade,3.3,1843.0
MSI,Raider,3.5,1748.0
Asus,ROG,3.3,847.0
Razer,Blade,3.3,644.0
Lenovo,Legion,3.5,864.0
Acer,Predator,3.5,945.0
Alienware,Area-51,3.3,1204.0
Razer,Blade,3.8,1378.0
Acer,Predator,3.3,900.0
Razer,Blade,3.0,854.0
Razer,Blade,3.7,1305.0
Acer,Predator,3.5,1747.0
Razer,Blade,3.6,932.0
Razer,Blade,3.2,663.0
Lenovo,Legion,3.3,1894.0
Asus,ROG,3.8,894.0
Razer,Blade,3.6,1710.0
Acer,Predator,3.7,1213.0
Razer,Blade,3.7,1533.0
HP,Omen,3.4,1519.0
Razer,Blade,3.6,1102.0
Razer,Blade,3.6,653.0
Razer,Blade,3.2,1530.0
MSI,Raider,3.7,1799.0
Razer,Blade,3.5,620.0
HP,Omen,3.2,1336.0
Razer,Blade,3.5,1316.0
Razer,Blade,3.8,834.0
Acer,Predator,3.1,620.0
Razer,Blade,3.6,1957.0
Razer,Blade,3.6,1365.0
Razer,Blade,3.6,1946.0
Asus,ROG,3.4,1772.0
Razer,Blade,3.0,531.0
Lenovo,Legion,3.8,1844.0
Razer,Blade,3.1,1776.0
Razer,Blade,3.4,1747.0
Razer,Blade,3.7,957.0
Acer,Predator,3.7,1880.0
Razer,Blade,3.0,1669.0
Alienware,Area-51,3.5,1273.0
Alienware,Area-51,3.5,1193.0
Razer,Blade,3.8,1355.0
Razer,Blade,3.0,1457.0
Razer,Blade,3.4,1898.0
Razer,Blade,3.3,1268.0
Razer,Blade,3.7,642.0
Acer,Predator,3.7,1804.0
MSI,Raider,3.6,1359.0
Razer,Blade,3.4,917.0
Razer,Blade,3.6,1157.0
Acer,Predator,3.3,655.0
Razer,Blade,3.3,1176.0
Razer,Blade,3.3,1690.0
Asus,ROG,3.6,1679.0
Razer,Blade,3.2,1686.0
Asus,ROG,3.7,1104.0
Razer,Blade,3.8,1054.0
Razer,Blade,3.5,1034.0
MSI,Raider,3.0,1010.0
Razer,Blade,3.6,1542.0
Asus,ROG,3.6,1166.0
Razer,Blade,3.4,685.0
HP,Omen,3.6,1957.0
MSI,Raider,3.1,856.0
Lenovo,Legion,3.7,1215.0
HP,Omen,3.4,1431.0
MSI,Raider,3.6,629.0
Razer,Blade,3.0,1329.0
Asus,ROG,3.1,1487.0
Acer,Predator,3.5,551.0
Razer,Blade,3.7,1321.0
Razer,Blade,3.2,824.0
Razer,Blade,3.2,677.0
Lenovo,Legion,3.5,1342.0
Razer,Blade,3.5,1523.0
Acer,Predator,3.8,1602.0
Razer,Blade,3.0,601.0
Lenovo,Legion,3.5,1477.0
Razer,Blade,3.0,1259.0
Lenovo,Legion,3.0,1096.0
Razer,Blade,3.4,1907.0
Razer,Blade,3.0,811.0
Razer,Blade,3.0,1326.0
