registration,make,model,procSpeed
wP3GIvM,MSI,Raider,3.8
VqGdDBv,Razer,Blade,3.3
Y4vusXR,Acer,Predator,3.7
7MRag5L,Razer,Blade,3.2
iXD5soK,Razer,Blade,3.7
Wt4iZSb,Asus,ROG,3.6
H43CueR,Razer,Blade,3.5
SevhJuI,Razer,Blade,3.8
kfAF97p,Asus,ROG,3.6
bcNzeSK,MSI,Raider,3.3
WMESMAo,Alienware,Area-51,3.5
QCJfI1l,Acer,Predator,3.4
SW0UWg5,Razer,Blade,3.0
oeqpMyr,HP,Omen,3.6
p1SQFO7,Lenovo,Legion,3.2
20WmfBt,Razer,Blade,3.4
gKG25mD,Razer,Blade,3.6
2W4xzD5,Razer,Blade,3.7
4grrYUy,MSI,Raider,3.7
5Onn9OF,Alienware,Area-51,3.6
IuyCvK7,Razer,Blade,3.5
BP6aVoZ,Razer,Blade,3.0
0rNW8IE,Razer,Blade,3.3
P8OLNfz,HP,Omen,3.8
2yRhF88,Razer,Blade,3.8
ozNY2bL,MSI,Raider,3.7
slDbkl5,Alienware,Area-51,3.6
ojFyPRU,Razer,Blade,3.1
KuIEaxd,Razer,Blade,3.5
S7SVxt4,Razer,Blade,3.6
ysitYzg,Razer,Blade,3.2
wDXq7qK,Razer,Blade,3.0
V7FAYIW,Acer,Predator,3.5
IYTPlBt,Razer,Blade,3.2
qAUacRU,Razer,Blade,3.5
jVYqIip,Razer,Blade,3.4
mOoJHZ1,Razer,Blade,3.7
QUKcR7G,Razer,Blade,3.8
PVHVpYp,Asus,ROG,3.4
goYjGZ2,Razer,Blade,3.6
VhZ3t9Z,Razer,Blade,3.3
46B9S2o,Lenovo,Legion,3.7
YGzgMRx,Razer,Blade,3.0
4jZNfGx,Alienware,Area-51,3.5
3k5XT27,Razer,Blade,3.5
ttSWDKp,Razer,Blade,3.6
9pLotgV,Asus,ROG,3.1
R8rSZpT,Razer,Blade,3.8
frO2wu2,Razer,Blade,3.4
xj9uUSX,Razer,Blade,3.6
wr6RwpF,Razer,Blade,3.8
cVPrBOf,Razer,Blade,3.1
7JmSU0u,Razer,Blade,3.2
NXCbyVG,Razer,Blade,3.2
7ExGtZ0,Razer,Blade,3.0
f7qyXJd,Razer,Blade,3.4
9b2PPKg,Razer,Blade,3.0
nK1nVUI,Razer,Blade,3.3
aEjOBpk,Razer,Blade,3.6
dMErNGZ,MSI,Raider,3.7
uLItYOt,Razer,Blade,3.5
A9b5odb,Asus,ROG,3.2
z9bFBUb,Razer,Blade,3.4
RO2Qm86,Lenovo,Legion,3.8
7ESn9iW,HP,Omen,3.6
Vl1rQE2,Lenovo,Legion,3.4
ztGOq0B,Acer,Predator,3.6
jhT7u9R,Razer,Blade,3.3
GqECcOk,Razer,Blade,3.5
riLd81G,Alienware,Area-51,3.8
Y5GcWwr,Razer,Blade,3.2
tZRqyw4,Razer,Blade,3.4
ysgkcL0,Razer,Blade,3.2
SnsYMk2,Razer,Blade,3.0
5ayf6ZA,Razer,Blade,3.1
v69sIJa,HP,Omen,3.5
YK1jxgQ,Razer,Blade,3.3
PORP76x,Razer,Blade,3.4
BfHXwNo,Razer,Blade,3.7
lDNRh7X,HP,Omen,3.3
ywjSXbX,MSI,Raider,3.0
ErXsWhO,Razer,Blade,3.2
0Mh85Ny,Razer,Blade,3.8
IzB4OZp,Asus,ROG,3.5
k16sYwA,Razer,Blade,3.2
fysJpe2,Acer,Predator,3.3
juJV1cQ,HP,Omen,3.8
kjTyeXv,Razer,Blade,3.1
eby7TIs,MSI,Raider,3.3
nfG2OGH,Razer,Blade,3.1
1N0UUyL,HP,Omen,3.7
Bo0CFFe,Razer,Blade,3.0
9TKOCtm,Asus,ROG,3.7
SSEZCZI,Razer,Blade,3.8
eeA2Zxb,Razer,Blade,3.1
NnfQw7J,Razer,Blade,3.4
Nbjxbhu,Razer,Blade,3.7
XskTbLi,Razer,Blade,3.5
9f1oFXj,Razer,Blade,3.2
RHL1CoV,Razer,Blade,3.3
sVfqs5D,Asus,ROG,3.0
k0Lhyt9,Razer,Blade,3.7
U8x2gbe,Razer,Blade,3.0
6eqvZdM,Razer,Blade,3.2
3bicq5T,Razer,Blade,3.6
lH8b2of,Razer,Blade,3.1
BGdfE2P,Razer,Blade,3.5
FkWJl3D,HP,Omen,3.1
6VwxpvT,Acer,Predator,3.6
Q8tgFDn,Razer,Blade,3.2
RRY7iaQ,HP,Omen,3.7
3JOOHeM,Razer,Blade,3.7
1BufOog,MSI,Raider,3.0
fw9yQyy,MSI,Raider,3.8
BHmPtBJ,Razer,Blade,3.5
OkYnQX1,Alienware,Area-51,3.5
J6VW1JH,Razer,Blade,3.5
0GTYLf6,HP,Omen,3.1
s2Ec1Me,Razer,Blade,3.7
vb8q90L,Razer,Blade,3.1
mA5U2zw,Razer,Blade,3.2
ZaPD6Eg,Alienware,Area-51,3.8
OgNG5Hs,Acer,Predator,3.2
3AgxgDh,Razer,Blade,3.0
orLzSob,Razer,Blade,3.0
PzCqX8v,MSI,Raider,3.8
nospy0z,Razer,Blade,3.0
XM0L0N4,Razer,Blade,3.2
63Pt7uR,Razer,Blade,3.8
GbWbm5u,Razer,Blade,3.0
CUUtL4m,Razer,Blade,3.3
VBictue,Razer,Blade,3.2
dWBCVp7,Acer,Predator,3.4
NQ46hg0,Acer,Predator,3.2
10aMzuJ,Razer,Blade,3.4
WmwMkXd,Razer,Blade,3.8
trA4M9O,Razer,Blade,3.1
yvKnMxP,Razer,Blade,3.1
a7zjpS9,Razer,Blade,3.3
iE9RTQx,Acer,Predator,3.6
2TaTSgy,HP,Omen,3.7
M3tcVw0,Razer,Blade,3.5
uyk5KUl,Acer,Predator,3.6
yfCnYsC,Razer,Blade,3.1
3BLfdUj,Lenovo,Legion,3.8
jLnuMvH,Razer,Blade,3.3
F1DdFbk,Razer,Blade,3.2
33haIys,Razer,Blade,3.6
aC5aAzS,Asus,ROG,3.1
AbH4MSq,Razer,Blade,3.0
m3jhaMP,Lenovo,Legion,3.2
yLh9uyI,Razer,Blade,3.3
4VKEwk0,Razer,Blade,3.6
tm5sTrz,Razer,Blade,3.5
GX6KJnE,Razer,Blade,3.7
7tMAyUj,Razer,Blade,3.3
TIk6Veg,Razer,Blade,3.6
5ZfpvLn,Acer,Predator,3.2
KeTk6sC,Razer,Blade,3.5
EqxoCzU,Lenovo,Legion,3.4
WPb35lv,MSI,Raider,3.2
R4KOebU,Razer,Blade,3.4
wi8QTyJ,Razer,Blade,3.3
oxeLXWx,MSI,Raider,3.2
Y6Iycr5,Lenovo,Legion,3.0
W0kcjxT,Razer,Blade,3.2
vv59Yv9,Razer,Blade,3.3
2Eh0jgp,Asus,ROG,3.7
XqLFnms,Alienware,Area-51,3.6
KI04fCN,Razer,Blade,3.3
hbo8A4E,MSI,Raider,3.4
2DGnCXG,Lenovo,Legion,3.5
j1w6K1D,Lenovo,Legion,3.3
K4krf2G,Razer,Blade,3.8
iORdSHF,Razer,Blade,3.2
jpixp8R,Razer,Blade,3.3
fbm0cYW,Razer,Blade,3.3
UEPggd0,Razer,Blade,3.7
tOrgltH,Razer,Blade,3.0
oqW67sm,Razer,Blade,3.6
yGbadzA,Razer,Blade,3.8
yWarhIM,Razer,Blade,3.2
PfvAGdk,Lenovo,Legion,3.0
CMeWi3m,Alienware,Area-51,3.1
KSohJKN,Razer,Blade,3.7
2dv2pFs,Razer,Blade,3.8
CbHaflY,Acer,Predator,3.0
7NjABlJ,Razer,Blade,3.8
u8QCDWY,Razer,Blade,3.6
xg2B9SB,Asus,ROG,3.8
19Yak4H,Razer,Blade,3.1
evMTlKc,Razer,Blade,3.2
4FvjDXP,Asus,ROG,3.8
9hnwtR0,MSI,Raider,3.7
Rs64gni,Razer,Blade,3.3
YPUv0dJ,Acer,Predator,3.6
NmLhgBi,Razer,Blade,3.6
nUrywmn,Lenovo,Legion,3.5
tzpfbQ7,Razer,Blade,3.4
tpG4q68,MSI,Raider,3.8
5fOpVgM,Razer,Blade,3.2
IT4doLu,Razer,Blade,3.0
u7amk6F,Acer,Predator,3.6
ULGw3gw,Acer,Predator,3.6
L1S6UyZ,Razer,Blade,3.4
6riu0Rn,Razer,Blade,3.2
195vwHE,Acer,Predator,3.6
Hco08eB,Razer,Blade,3.1
lSChmjM,Lenovo,Legion,3.0
UOyP9lZ,Alienware,Area-51,3.8
dp7GG8Q,Alienware,Area-51,3.1
PbjurBF,Razer,Blade,3.4
nl961VZ,MSI,Raider,3.8
0GdG9Yx,Asus,ROG,3.1
I8fFkrB,Alienware,Area-51,3.5
PWZHQSh,Acer,Predator,3.3
CoMuKKS,MSI,Raider,3.8
8KaJBGS,Razer,Blade,3.1
lTLfngR,Razer,Blade,3.6
w0dkwLX,Alienware,Area-51,3.4
jpVya7A,Asus,ROG,3.8
YGjuuRk,Razer,Blade,3.6
4D6qDuK,Razer,Blade,3.7
naCdDtp,Alienware,Area-51,3.4
LrKKp4f,Razer,Blade,3.1
cKWWLvQ,Razer,Blade,3.4
aFTzIFu,Razer,Blade,3.0
XaSivnD,Razer,Blade,3.3
booUlRo,Razer,Blade,3.7
rJBi9lE,Razer,Blade,3.4
YzayOA8,Razer,Blade,3.3
WB3HIre,Razer,Blade,3.0
Sgw6ZUU,Alienware,Area-51,3.2
ZFz9sb0,Razer,Blade,3.3
325yXkj,MSI,Raider,3.0
x0hyv0m,Alienware,Area-51,3.3
zxnvArt,Razer,Blade,3.1
ALSIIAX,Razer,Blade,3.4
UcCxIm2,Razer,Blade,3.8
tt6Y7SY,Razer,Blade,3.6
2Mwz2fA,Razer,Blade,3.0
vyQPu4n,Razer,Blade,3.4
S0ayviD,Asus,ROG,3.7
DmALeB4,Razer,Blade,3.5
AvEiTBn,MSI,Raider,3.4
DcQIrR8,Asus,ROG,3.1
9vTT9b2,Razer,Blade,3.8
he72pei,Razer,Blade,3.8
rV6AtUB,Razer,Blade,3.1
HcGiU4c,MSI,Raider,3.8
dTHhK8v,Razer,Blade,3.3
OKo5b1s,Alienware,Area-51,3.3
RjPvtts,Razer,Blade,3.0
4OuteUp,HP,Omen,3.7
DNB0MbA,Razer,Blade,3.6
sZ483AJ,Razer,Blade,3.3
pj3rS8J,Acer,Predator,3.0
gq7eRdO,MSI,Raider,3.7
0jZGYW5,Alienware,Area-51,3.1
a2TP21o,Razer,Blade,3.2
lSOTJUk,Razer,Blade,3.2
V2V93EM,Razer,Blade,3.1
TgIgxBl,Acer,Predator,3.8
wNPVpRj,Razer,Blade,3.2
3S2JnUq,Acer,Predator,3.0
liSGKpw,Razer,Blade,3.2
i9NbAva,Razer,Blade,3.8
N8bwqyQ,Razer,Blade,3.7
t5lt0ZI,Asus,ROG,3.4
AXm42ke,Razer,Blade,3.3
5jlrBVI,Razer,Blade,3.1
sWztd4K,MSI,Raider,3.1
2Tp2Pi4,Asus,ROG,3.2
yeECNkK,Lenovo,Legion,3.1
BZAJUH3,Lenovo,Legion,3.1
QlYV6gE,Alienware,Area-51,3.3
jGvwi7c,Acer,Predator,3.5
InGB3OK,Razer,Blade,3.3
7Rt3Ezd,Razer,Blade,3.6
deiogzP,Razer,Blade,3.2
ftx9UGp,HP,Omen,3.8
CTagkoc,MSI,Raider,3.4
gs2mlnq,Razer,Blade,3.3
zOzLNFc,Razer,Blade,3.4
gZV4RXq,HP,Omen,3.6
0bt6BLf,MSI,Raider,3.7
TNB4nLr,Lenovo,Legion,3.6
fo9957w,MSI,Raider,3.3
26nj022,Alienware,Area-51,3.3
EH86Txx,Lenovo,Legion,3.8
atO9dnx,Razer,Blade,3.6
TPglFbK,Razer,Blade,3.4
sSgOg1w,Razer,Blade,3.5
XXbgVSN,Razer,Blade,3.2
Rb9Lgax,Razer,Blade,3.2
RbWtTTG,Razer,Blade,3.2
FPLxnSH,Alienware,Area-51,3.6
0UvynjK,Asus,ROG,3.6
WW0uaFs,Razer,Blade,3.2
C4U9kCi,Razer,Blade,3.6
l3lBmcV,Asus,ROG,3.3
XPCS3WE,Razer,Blade,3.2
CqxIAwe,Acer,Predator,3.6
FJWzo4M,Razer,Blade,3.8
N8AY8fi,Razer,Blade,3.2
HxqIuk8,Razer,Blade,3.1
roOi9IY,Razer,Blade,3.5
aysdR0z,HP,Omen,3.8
xyiXwPL,Asus,ROG,3.5
IGrsDMr,Razer,Blade,3.3
GEDmvaC,Razer,Blade,3.7
x77rJ0z,Razer,Blade,3.2
RC3ZWHD,Razer,Blade,3.5
Pgt0JlJ,Lenovo,Legion,3.1
1Ech7us,Acer,Predator,3.4
nZqoR8V,Razer,Blade,3.7
hM4Kyl0,Razer,Blade,3.1
CB64IMQ,Razer,Blade,3.7
Uj4vfQW,Razer,Blade,3.5
OWq92BC,Razer,Blade,3.5
F5AQo8r,Razer,Blade,3.1
FZudCch,Razer,Blade,3.7
XOWOnLb,HP,Omen,3.6
LHg8Qro,Asus,ROG,3.1
MDzP7Mn,Razer,Blade,3.3
lBypFio,Alienware,Area-51,3.1
qHQyiXb,Lenovo,Legion,3.2
5Po9FJv,Razer,Blade,3.6
4LEwQdw,Alienware,Area-51,3.6
gcsjvmP,Alienware,Area-51,3.2
NVm1Rbw,Acer,Predator,3.4
4TZuH0u,Razer,Blade,3.1
lf4ORET,HP,Omen,3.3
Qjx5x6v,Razer,Blade,3.5
V7XXHEF,Asus,ROG,3.4
iY5rXbA,Razer,Blade,3.2
TFRvnRm,Razer,Blade,3.6
ABnqUCQ,Razer,Blade,3.6
l9Nz1Rm,Razer,Blade,3.6
IKo3JNG,Razer,Blade,3.2
kKDiWXx,Razer,Blade,3.5
3igaRIt,Alienware,Area-51,3.7
d0B3VxS,Razer,Blade,3.8
gmF32Ft,MSI,Raider,3.5
Y3aMgJC,HP,Omen,3.5
mil87pn,Razer,Blade,3.2
jmBoOUt,Razer,Blade,3.2
wzh5429,HP,Omen,3.0
zk9X63j,Razer,Blade,3.3
EGMvWM3,Razer,Blade,3.4
V8JcJnH,Razer,Blade,3.6
lStJdYM,MSI,Raider,3.7
P1Pzm7H,Acer,Predator,3.8
XhbuxuG,Asus,ROG,3.3
CTTuQzS,Razer,Blade,3.3
Zgig18k,Razer,Blade,3.7
4tW05zn,Razer,Blade,3.5
wLnOvY8,Razer,Blade,3.3
P8O3oYH,Razer,Blade,3.8
mdBUpXB,HP,Omen,3.4
t2YZQQV,HP,Omen,3.5
lJy7fS3,Razer,Blade,3.3
Bjd1PI1,Razer,Blade,3.6
gOHNrz6,Razer,Blade,3.4
xTKk2Yn,Razer,Blade,3.0
pm6t8zl,Razer,Blade,3.3
PLNwj1K,Razer,Blade,3.3
l4MImUW,Acer,Predator,3.8
VXERfzT,Razer,Blade,3.3
1bAIV4i,Acer,Predator,3.6
JGn5X8n,Razer,Blade,3.3
pTxTaN7,Razer,Blade,3.2
sow4Hqi,Razer,Blade,3.1
1Qnxipf,Alienware,Area-51,3.1
dVRMbSs,Razer,Blade,3.4
i9wjUUy,Razer,Blade,3.5
JmCUN0n,Lenovo,Legion,3.2
z4dCuBm,Lenovo,Legion,3.8
W8lLG9s,MSI,Raider,3.3
WR9YlgV,Razer,Blade,3.7
RFnY6ft,Razer,Blade,3.0
QevIv85,Razer,Blade,3.8
aYPhRVH,HP,Omen,3.6
ZM5v8ML,Alienware,Area-51,3.5
HrvqMzg,Lenovo,Legion,3.3
pZl9amg,Razer,Blade,3.0
LPx8vA2,Lenovo,Legion,3.1
L6lRrjY,Razer,Blade,3.7
xlxMVuf,Razer,Blade,3.5
B0Rimt3,Razer,Blade,3.7
W8fgJvK,Razer,Blade,3.1
imF9QE6,Lenovo,Legion,3.6
qwyBR5L,Razer,Blade,3.2
X91YFQe,MSI,Raider,3.3
JMwXi6f,Razer,Blade,3.0
Vrxr2OQ,Alienware,Area-51,3.5
kFBZ5c2,Acer,Predator,3.5
pGWHxMr,Razer,Blade,3.1
0iG5rUm,Razer,Blade,3.8
GSeSPM6,Razer,Blade,3.8
7tPFlO4,Razer,Blade,3.7
lHWzoct,Asus,ROG,3.2
qKKzjSy,Razer,Blade,3.2
brRXiTV,Razer,Blade,3.3
7n1x815,Acer,Predator,3.3
UF67bQ8,Alienware,Area-51,3.1
gUEaAW9,Razer,Blade,3.1
HHJyhjs,Razer,Blade,3.0
yU5NLA8,Acer,Predator,3.6
WHO9vLq,Razer,Blade,3.8
g8DI8id,Razer,Blade,3.2
aZBf8Ub,Razer,Blade,3.2
j85A8JF,Razer,Blade,3.3
RFKJBqn,Alienware,Area-51,3.5
1xL6enq,HP,Omen,3.3
nQWoX4F,Razer,Blade,3.7
Q5ctK5j,Razer,Blade,3.7
krXBdij,Razer,Blade,3.6
kVzU8XE,Razer,Blade,3.0
Pt1bc4e,Razer,Blade,3.3
tfqqqTU,Alienware,Area-51,3.4
etTegfB,Razer,Blade,3.3
O091SET,Razer,Blade,3.2
jBdmEaz,Razer,Blade,3.8
JQn8IUa,Lenovo,Legion,3.1
oNnvQ2J,Lenovo,Legion,3.2
hsyfCQJ,Alienware,Area-51,3.7
QqHmbh0,Razer,Blade,3.4
KFkITYc,Razer,Blade,3.5
p3JPP9Z,Razer,Blade,3.8
Rmz4M7O,Acer,Predator,3.6
nJ5M9Sy,HP,Omen,3.2
dP8JTRo,Razer,Blade,3.2
thhmBV6,Razer,Blade,3.4
C3Jkqok,Razer,Blade,3.4
2YoN2Hk,Razer,Blade,3.4
x3xs9dx,Razer,Blade,3.8
PO8LnKk,Asus,ROG,3.6
WdI87rY,Razer,Blade,3.1
HtE8Tev,Acer,Predator,3.6
aPdX8zD,Razer,Blade,3.7
9hhqcYr,Razer,Blade,3.2
ghLAOlC,Razer,Blade,3.3
OSH7Ip3,Razer,Blade,3.1
HwkT2de,Razer,Blade,3.3
bKo4hDx,Lenovo,Legion,3.8
RRPWTbk,HP,Omen,3.7
HYpU2Hy,HP,Omen,3.0
WiIArhj,Razer,Blade,3.3
IEMHOM2,Acer,Predator,3.7
HIT5QBl,Razer,Blade,3.3
HLZv6h1,Razer,Blade,3.4
orR91PW,Razer,Blade,3.3
mrRIjRY,Alienware,Area-51,3.0
aitJkxu,Alienware,Area-51,3.7
4epCTTP,Alienware,Area-51,3.6
rubTbAU,Razer,Blade,3.1
CIwBjrP,Razer,Blade,3.7
GhXLeve,Alienware,Area-51,3.2
MSkS4my,Razer,Blade,3.2
LDFFCDC,Razer,Blade,3.0
6PC4zIi,Lenovo,Legion,3.3
rKA06zP,Alienware,Area-51,3.5
VFnwZrX,Razer,Blade,3.7
F7Y2W5Z,Acer,Predator,3.4
pSU99sg,Razer,Blade,3.1
wXxZmZZ,HP,Omen,3.0
4O224vp,Acer,Predator,3.8
oOMo54k,Razer,Blade,3.3
EMbQXBB,Alienware,Area-51,3.8
fYRxvLU,Razer,Blade,3.5
FVh4MkR,HP,Omen,3.5
zDzYGKm,Acer,Predator,3.3
xJWntdA,Razer,Blade,3.8
1PzZ0Oi,Acer,Predator,3.3
EEBjPon,Razer,Blade,3.5
K3Jvbey,Razer,Blade,3.3
0BkbdJL,Razer,Blade,3.6
F58kCgg,Razer,Blade,3.6
gAa84IJ,Razer,Blade,3.7
Aq5wD40,Asus,ROG,3.0
Y8wIK6v,Razer,Blade,3.0
HOCtmdv,MSI,Raider,3.8
hIkvXAq,HP,Omen,3.8
VdPyBhP,HP,Omen,3.2
6gdPxv2,Razer,Blade,3.0
tuecYyF,Razer,Blade,3.3
sgEShBv,Razer,Blade,3.6
xkii8FW,Razer,Blade,3.8
LyblvG9,MSI,Raider,3.8
YGBRF93,Razer,Blade,3.1
pP8Ygj9,Razer,Blade,3.2
LY4sxIs,Razer,Blade,3.3
WmSkYWE,Lenovo,Legion,3.1
Y6tpB1q,Lenovo,Legion,3.0
HwHjHJQ,HP,Omen,3.6
87FEmRk,Razer,Blade,3.7
TM4Fvjm,Razer,Blade,3.5
CvYqLOH,Razer,Blade,3.8
s4pSEDw,MSI,Raider,3.8
P4fes5L,Razer,Blade,3.8
7YZgA6c,HP,Omen,3.3
8LVQQBt,Razer,Blade,3.3
FtkWo0i,Alienware,Area-51,3.8
8obv6E2,Acer,Predator,3.0
YYWzHRQ,Razer,Blade,3.7
rULbKoq,Asus,ROG,3.8
w2NfmWX,Alienware,Area-51,3.1
GflkyOo,Razer,Blade,3.1
eVW79Zw,Razer,Blade,3.3
tfeWdE0,Razer,Blade,3.1
ElQ2EhN,Alienware,Area-51,3.6
iSj4z5m,Razer,Blade,3.3
OHE9zGH,Razer,Blade,3.7
LnBMDQp,Razer,Blade,3.3
rZjLsMI,Razer,Blade,3.4
j0an3ak,Razer,Blade,3.8
4eVliDc,Lenovo,Legion,3.0
uz8VyKS,MSI,Raider,3.0
oprFB26,MSI,Raider,3.3
Fnltz4n,MSI,Raider,3.8
vmzwO9Q,Razer,Blade,3.4
7Aro5su,Razer,Blade,3.7
SxVnMqX,Asus,ROG,3.8
karv3D7,MSI,Raider,3.0
GSIOzDO,Razer,Blade,3.2
v0t2eeA,Razer,Blade,3.8
sxi04nS,Alienware,Area-51,3.5
vmuQIRz,Razer,Blade,3.6
3VBSyU1,Asus,ROG,3.5
C7OheyY,Razer,Blade,3.0
9h8Q2w0,Razer,Blade,3.0
4sWHwgr,Razer,Blade,3.2
slsNto7,Razer,Blade,3.6
dtJ9oIW,HP,Omen,3.4
glMCVav,Acer,Predator,3.0
kPOctPG,MSI,Raider,3.0
effAx8J,Razer,Blade,3.4
UvdhDfQ,Razer,Blade,3.8
3FRoX5w,Razer,Blade,3.2
FUoMeYU,Razer,Blade,3.8
PW08K1Z,Acer,Predator,3.4
IRPDSzR,MSI,Raider,3.3
xwCelOZ,Razer,Blade,3.6
UIQQpCf,Razer,Blade,3.6
Gcy8weg,Razer,Blade,3.6
QvvX70M,Alienware,Area-51,3.4
FW7xTwf,Razer,Blade,3.5
aDHuKtn,Razer,Blade,3.6
0hRZNJG,Razer,Blade,3.3
ET7Hxaf,HP,Omen,3.7
RN3DVju,Razer,Blade,3.1
nPZfRaT,Alienware,Area-51,3.3
rhwAJV9,Asus,ROG,3.1
ZXp6Rj3,Acer,Predator,3.5
lU2NYJ6,Razer,Blade,3.5
3IT1WQz,Razer,Blade,3.4
VgEntcK,Alienware,Area-51,3.5
lSmJV9G,Asus,ROG,3.5
6vB2e6f,MSI,Raider,3.1
M1HZycV,MSI,Raider,3.4
sP1a8bQ,HP,Omen,3.1
yLPVX8h,HP,Omen,3.8
8s9K3dQ,HP,Omen,3.5
TxetrtC,Razer,Blade,3.5
iEf4x5Y,Razer,Blade,3.2
gGiUMcs,HP,Omen,3.3
QbmphQk,Razer,Blade,3.3
DGBmwkI,MSI,Raider,3.3
ZTdiDoH,Acer,Predator,3.6
M2qVID1,MSI,Raider,3.2
NEx2ty7,Razer,Blade,3.4
2iENVjK,MSI,Raider,3.5
iu6BVM8,MSI,Raider,3.2
4sz8sJv,Razer,Blade,3.5
ls22Hpp,Razer,Blade,3.6
kbR0ahK,Razer,Blade,3.8
X0ZymZb,MSI,Raider,3.0
0Zr3JGc,Razer,Blade,3.2
V7V7H7h,Alienware,Area-51,3.5
XaNKo4v,Razer,Blade,3.1
di1LC7l,Alienware,Area-51,3.8
p1IvCCc,Asus,ROG,3.8
8PXDf8N,Razer,Blade,3.4
Acbyhn3,Razer,Blade,3.6
uaCz6py,Razer,Blade,3.2
0EMm325,Razer,Blade,3.7
qIGiVb4,HP,Omen,3.5
ouY59zr,Asus,ROG,3.6
hVZQnb6,HP,Omen,3.5
ldgGAs8,HP,Omen,3.6
Ogsdl7X,Razer,Blade,3.7
zN0j2D1,Razer,Blade,3.1
DdtUdOt,Razer,Blade,3.0
IegpHCm,Lenovo,Legion,3.3
VWo0b5f,Razer,Blade,3.6
UCkgTxF,Asus,ROG,3.1
Zb7mdZV,Acer,Predator,3.8
gexQLUO,Razer,Blade,3.6
2aFFkW1,Razer,Blade,3.6
roKZVeA,MSI,Raider,3.5
GFeNb0a,Acer,Predator,3.0
K6uS1mb,Razer,Blade,3.6
bLXaRLO,Lenovo,Legion,3.6
kVkLaXI,Razer,Blade,3.6
vzwEjJ4,MSI,Raider,3.3
rvgjNHB,Razer,Blade,3.0
PvSvwdL,Razer,Blade,3.3
ZnHJ9VS,Lenovo,Legion,3.4
o3zitTK,Razer,Blade,3.3
g1foUs6,Razer,Blade,3.8
0Sn0ODd,Razer,Blade,3.7
R8dzIIP,Razer,Blade,3.6
i7uk9VV,Alienware,Area-51,3.3
UzukmwQ,Alienware,Area-51,3.2
g8gQ2k2,Razer,Blade,3.3
3jUh4DK,Razer,Blade,3.1
EgQRvwg,Razer,Blade,3.8
V6Jdf2p,Razer,Blade,3.4
C1dtXee,Razer,Blade,3.8
AG2JuTG,Razer,Blade,3.0
Qdk6nmw,Acer,Predator,3.7
6KfdHu1,Razer,Blade,3.3
1psv43M,Razer,Blade,3.4
uHsIDxj,Razer,Blade,3.4
5iReKi6,Razer,Blade,3.1
8bGgThm,Lenovo,Legion,3.6
HztqyIQ,Alienware,Area-51,3.5
xMJ5dg4,Asus,ROG,3.0
uvS2hk7,Alienware,Area-51,3.5
uVMlNv6,Acer,Predator,3.2
PxELOvO,Acer,Predator,3.2
VBj5HYS,Razer,Blade,3.6
uJUYF3b,Acer,Predator,3.8
Mv9kmOA,Razer,Blade,3.6
mdRnegt,Alienware,Area-51,3.2
L2EPNzd,HP,Omen,3.0
Bv24qHB,Razer,Blade,3.1
b3TlP7a,Razer,Blade,3.1
Cm9HeZS,HP,Omen,3.4
dLY6RXN,Razer,Blade,3.6
5OIX3pA,Razer,Blade,3.7
uOXnrdL,Razer,Blade,3.3
m5jM57Y,Razer,Blade,3.3
TohqUI8,MSI,Raider,3.7
m4eaLIQ,Razer,Blade,3.5
B5V2nxC,Razer,Blade,3.8
maTpYi7,HP,Omen,3.6
5yDJMVT,Lenovo,Legion,3.6
dkAKIHM,Razer,Blade,3.1
mTgXiQg,MSI,Raider,3.0
JkUYQHA,Razer,Blade,3.7
Ga1oIo7,Razer,Blade,3.8
QLtm41f,Razer,Blade,3.8
VephwgT,Razer,Blade,3.7
c13FMsh,Razer,Blade,3.2
ifCnmYP,Razer,Blade,3.5
i1xYdBH,Razer,Blade,3.3
FpSGtdx,HP,Omen,3.2
NC3LPj7,Razer,Blade,3.0
GncR7g1,Razer,Blade,3.3
8QhqVBK,Razer,Blade,3.1
Eg69Dpu,Razer,Blade,3.4
hv3Qrg6,MSI,Raider,3.6
F970rTi,Razer,Blade,3.5
f6lcgty,HP,Omen,3.3
7U8S72d,Razer,Blade,3.1
Pm9rTA8,HP,Omen,3.7
7hXPIuu,Razer,Blade,3.3
s1xs2Ek,Acer,Predator,3.5
WWmuhwR,HP,Omen,3.3
nGsQcou,HP,Omen,3.8
vBrgLAV,Razer,Blade,3.3
Od7OTdl,Acer,Predator,3.1
eRbNlUJ,Asus,ROG,3.0
QzQ2IKE,Lenovo,Legion,3.5
2kLjAvX,Acer,Predator,3.8
xsWSNpA,Acer,Predator,3.0
520dF0Z,Razer,Blade,3.3
XBrQ8uG,Razer,Blade,3.5
Qpsv0j8,Razer,Blade,3.3
iTp8nQ5,Razer,Blade,3.0
uo3GI1w,Razer,Blade,3.0
vEU2qKx,HP,Omen,3.2
KTRteaQ,Razer,Blade,3.2
ku4t1by,HP,Omen,3.7
1HuYmMA,HP,Omen,3.3
bozRaLL,Acer,Predator,3.6
oluIEio,Razer,Blade,3.7
2F3Phnw,Razer,Blade,3.8
oGxuiu4,Razer,Blade,3.0
4Rn0iDs,HP,Omen,3.7
OR9EgC6,Razer,Blade,3.4
7OO0218,Razer,Blade,3.1
IJiIfRv,Razer,Blade,3.7
b8dIFr3,Razer,Blade,3.2
9cFy7P2,Razer,Blade,3.1
jSBtIyi,MSI,Raider,3.5
